participant_id;nama_peserta;jenis_pelatihan;durasi_pelatihan;kehadiran (%);nilai_ujian;status_kelulusan;produktivitas_setelah_pelatihan;tanggal_mulai;tanggal_selesai;lama_pelatihan_hari;tahun;bulan
PART-00890;Drs. Aurora Suwarno, S.Kom;Pertanian;240;75;64;Tidak Lulus;56;2024-12-19;2025-01-18;31;2024;December
PART-00891;Joko Sirait, M.M.;Manufaktur;200;74;47;Tidak Lulus;59;2024-04-29;2024-05-24;26;2024;April
PART-00892;Dartono Sihombing;Tataboga;240;83;68;Tidak Lulus;51;2025-02-26;2025-03-28;31;2025;February
PART-00893;Tira Farida;Pertanian;240;89;45;Tidak Lulus;61;2024-11-07;2024-12-07;31;2024;November
PART-00894;Dr. Laras Pangestu;Tataboga;80;93;88;Lulus;99;2025-04-27;2025-05-07;11;2025;April
PART-00895;Padmi Palastri, S.E.;Manufaktur;80;74;83;Tidak Lulus;55;2024-05-13;2024-05-23;11;2024;May
PART-00896;Zizi Adriansyah;Konstruksi;80;75;75;Tidak Lulus;71;2025-05-17;2025-05-27;11;2025;May
PART-00897;Drs. Lutfan Budiyanto;Teknologi Informasi;160;79;80;Tidak Lulus;61;2024-07-23;2024-08-12;21;2024;July
PART-00898;Oni Agustina;Manufaktur;40;98;61;Tidak Lulus;50;2024-05-13;2024-05-18;6;2024;May
PART-00899;Laswi Lestari;Manufaktur;80;83;46;Tidak Lulus;59;2024-12-31;2025-01-10;11;2024;December
PART-00900;Karya Sirait;Pariwisata;240;95;62;Tidak Lulus;52;2024-10-18;2024-11-17;31;2024;October
PART-00901;Citra Sitorus;Manufaktur;200;85;83;Lulus;89;2024-07-17;2024-08-11;26;2024;July
PART-00902;Kayla Zulaika;Teknologi Informasi;240;93;65;Tidak Lulus;54;2024-12-18;2025-01-17;31;2024;December
PART-00903;Rafi Zulaika;Desain Grafis;200;83;47;Tidak Lulus;68;2025-02-22;2025-03-19;26;2025;February
PART-00904;Indra Laksita;Teknologi Informasi;80;79;88;Tidak Lulus;66;2024-06-01;2024-06-11;11;2024;June
PART-00905;H. Virman Gunarto, S.Gz;Kesehatan;240;94;92;Lulus;81;2024-09-15;2024-10-15;31;2024;September
PART-00906;Bakiman Ardianto;Desain Grafis;120;82;47;Tidak Lulus;53;2024-10-18;2024-11-02;16;2024;October
PART-00907;Dina Utami;Pertanian;40;98;75;Lulus;92;2025-06-12;2025-06-17;6;2025;June
PART-00908;Balidin Nasyiah;Manufaktur;240;75;59;Tidak Lulus;53;2023-12-26;2024-01-25;31;2023;December
PART-00909;Drs. Tari Astuti;Teknologi Informasi;240;97;46;Tidak Lulus;54;2024-08-12;2024-09-11;31;2024;August
PART-00910;Najwa Tampubolon;Konstruksi;120;95;49;Tidak Lulus;63;2023-11-19;2023-12-04;16;2023;November
PART-00911;Hartaka Yuniar;Kesehatan;240;94;75;Lulus;76;2024-10-13;2024-11-12;31;2024;October
PART-00912;Alika Saragih;Konstruksi;120;78;84;Tidak Lulus;57;2024-11-13;2024-11-28;16;2024;November
PART-00913;R. Nadine Tamba;Tataboga;160;85;98;Lulus;81;2023-11-12;2023-12-02;21;2023;November
PART-00914;Drs. Salsabila Halimah, S.Gz;Kesehatan;40;93;54;Tidak Lulus;64;2024-03-28;2024-04-02;6;2024;March
PART-00915;Opung Putra;Teknologi Informasi;200;94;49;Tidak Lulus;53;2024-12-08;2025-01-02;26;2024;December
PART-00916;Puti Eva Sirait, M.Ak;Kesehatan;240;97;61;Tidak Lulus;73;2024-02-08;2024-03-09;31;2024;February
PART-00917;Dinda Najmudin;Pariwisata;40;82;65;Tidak Lulus;72;2024-05-09;2024-05-14;6;2024;May
PART-00918;Yunita Puspita;Desain Grafis;160;99;83;Lulus;85;2025-10-19;2025-11-08;21;2025;October
PART-00919;Hj. Cindy Dongoran;Pariwisata;120;77;49;Tidak Lulus;59;2024-02-24;2024-03-10;16;2024;February
PART-00920;drg. Clara Putra, S.Sos;Tataboga;240;79;90;Tidak Lulus;53;2025-07-16;2025-08-15;31;2025;July
PART-00921;Cemeti Yulianti;Pariwisata;40;79;94;Tidak Lulus;64;2024-12-15;2024-12-20;6;2024;December
PART-00922;dr. Genta Lestari;Desain Grafis;240;100;46;Tidak Lulus;71;2025-06-24;2025-07-24;31;2025;June
PART-00923;Candra Saefullah;Teknologi Informasi;200;98;49;Tidak Lulus;66;2025-04-30;2025-05-25;26;2025;April
PART-00924;Daliman Mansur;Pertanian;40;88;97;Lulus;85;2024-02-22;2024-02-27;6;2024;February
PART-00925;Heryanto Mustofa;Konstruksi;80;85;88;Lulus;87;2024-09-12;2024-09-22;11;2024;September
PART-00926;Hesti Puspasari;Desain Grafis;80;80;70;Lulus;96;2025-10-25;2025-11-04;11;2025;October
PART-00927;Jindra Santoso;Pariwisata;240;74;51;Tidak Lulus;68;2024-07-14;2024-08-13;31;2024;July
PART-00928;Puji Purnawati;Pertanian;160;77;81;Tidak Lulus;62;2024-06-15;2024-07-05;21;2024;June
PART-00929;Sakti Yuniar;Teknologi Informasi;80;85;48;Tidak Lulus;51;2025-03-29;2025-04-08;11;2025;March
PART-00930;Damu Natsir;Tataboga;120;82;66;Tidak Lulus;64;2023-11-27;2023-12-12;16;2023;November
PART-00931;Ir. Jessica Utami;Desain Grafis;80;90;63;Tidak Lulus;74;2024-01-12;2024-01-22;11;2024;January
PART-00932;Drs. Nabila Budiman;Manufaktur;80;80;62;Tidak Lulus;70;2024-03-13;2024-03-23;11;2024;March
PART-00933;Sutan Saiful Rahmawati;Pertanian;40;75;55;Tidak Lulus;59;2024-04-13;2024-04-18;6;2024;April
PART-00934;Saka Nasyidah;Pertanian;80;85;81;Lulus;90;2024-09-05;2024-09-15;11;2024;September
PART-00935;Niyaga Kurniawan;Desain Grafis;40;85;85;Lulus;76;2025-05-03;2025-05-08;6;2025;May
PART-00936;Elma Habibi, M.M.;Teknologi Informasi;200;71;99;Tidak Lulus;56;2024-03-15;2024-04-09;26;2024;March
PART-00937;Eluh Mardhiyah, S.T.;Desain Grafis;240;81;56;Tidak Lulus;67;2025-10-10;2025-11-09;31;2025;October
PART-00938;Dt. Lega Budiyanto, S.IP;Pertanian;80;76;57;Tidak Lulus;70;2025-05-09;2025-05-19;11;2025;May
PART-00939;Ani Tarihoran, S.E.I;Konstruksi;40;76;47;Tidak Lulus;55;2025-08-02;2025-08-07;6;2025;August
PART-00940;Cut Mutia Tamba, S.E.I;Manufaktur;80;95;100;Lulus;78;2025-08-06;2025-08-16;11;2025;August
PART-00941;Raharja Irawan;Kesehatan;200;91;84;Lulus;98;2024-03-25;2024-04-19;26;2024;March
PART-00942;Najwa Siregar, S.Kom;Konstruksi;80;100;85;Lulus;99;2025-01-11;2025-01-21;11;2025;January
PART-00943;dr. Ratih Kurniawan, S.IP;Konstruksi;80;99;62;Tidak Lulus;58;2024-10-15;2024-10-25;11;2024;October
PART-00944;Puti Raisa Maulana, S.IP;Manufaktur;80;80;92;Lulus;77;2025-06-29;2025-07-09;11;2025;June
PART-00945;Rahmi Gunawan;Manufaktur;120;83;63;Tidak Lulus;71;2024-02-01;2024-02-16;16;2024;February
PART-00946;dr. Hana Usamah, S.Ked;Konstruksi;160;93;77;Lulus;87;2025-10-02;2025-10-22;21;2025;October
PART-00947;R.M. Gaman Kusmawati, S.Sos;Konstruksi;160;87;98;Lulus;94;2024-05-20;2024-06-09;21;2024;May
PART-00948;Ian Januar;Pertanian;80;74;74;Tidak Lulus;57;2025-02-14;2025-02-24;11;2025;February
PART-00949;Latika Wibowo;Tataboga;200;71;55;Tidak Lulus;70;2024-05-31;2024-06-25;26;2024;May
PART-00950;Maras Andriani;Kesehatan;240;81;67;Tidak Lulus;70;2025-08-03;2025-09-02;31;2025;August
PART-00951;Cut Kiandra Astuti;Konstruksi;200;91;79;Lulus;83;2023-12-17;2024-01-11;26;2023;December
PART-00952;Gatra Budiman;Manufaktur;160;83;91;Lulus;98;2025-04-05;2025-04-25;21;2025;April
PART-00953;Tgk. Galur Mahendra;Pertanian;120;70;47;Tidak Lulus;66;2025-05-29;2025-06-13;16;2025;May
PART-00954;Harsana Budiman;Pariwisata;240;91;98;Lulus;93;2024-05-14;2024-06-13;31;2024;May
PART-00955;Argono Prasasta, S.H.;Tataboga;200;80;54;Tidak Lulus;69;2025-07-27;2025-08-21;26;2025;July
PART-00956;Cengkir Palastri;Tataboga;200;83;99;Lulus;77;2023-12-01;2023-12-26;26;2023;December
PART-00957;Estiono Anggriawan;Pertanian;200;74;62;Tidak Lulus;70;2024-05-23;2024-06-17;26;2024;May
PART-00958;Drs. Mariadi Suryono;Pertanian;40;82;45;Tidak Lulus;54;2024-10-26;2024-10-31;6;2024;October
PART-00959;Kayla Budiyanto;Teknologi Informasi;80;90;69;Tidak Lulus;52;2025-08-13;2025-08-23;11;2025;August
PART-00960;Bella Nainggolan;Konstruksi;80;74;90;Tidak Lulus;63;2025-04-11;2025-04-21;11;2025;April
PART-00961;drg. Genta Farida, M.Ak;Desain Grafis;160;89;93;Lulus;94;2024-04-20;2024-05-10;21;2024;April
PART-00962;Mila Wacana;Pertanian;160;85;49;Tidak Lulus;53;2024-03-08;2024-03-28;21;2024;March
PART-00963;Diana Hutagalung;Tataboga;240;92;97;Lulus;92;2025-09-01;2025-10-01;31;2025;September
PART-00964;drg. Balangga Prayoga;Tataboga;80;87;84;Lulus;95;2024-06-18;2024-06-28;11;2024;June
PART-00965;R.A. Rahayu Laksmiwati;Desain Grafis;240;74;90;Tidak Lulus;53;2025-10-01;2025-10-31;31;2025;October
PART-00966;Wahyu Hastuti;Pertanian;120;78;93;Tidak Lulus;58;2024-08-18;2024-09-02;16;2024;August
PART-00967;Drs. Nyana Prasasta, M.Farm;Pariwisata;240;78;76;Tidak Lulus;70;2025-07-15;2025-08-14;31;2025;July
PART-00968;Adikara Andriani;Tataboga;80;73;54;Tidak Lulus;54;2025-07-30;2025-08-09;11;2025;July
PART-00969;Zaenab Mahendra;Teknologi Informasi;240;96;99;Lulus;88;2024-01-26;2024-02-25;31;2024;January
PART-00970;Viktor Pradipta;Desain Grafis;240;96;45;Tidak Lulus;73;2025-05-01;2025-05-31;31;2025;May
PART-00971;Mulyanto Nugroho;Teknologi Informasi;160;93;52;Tidak Lulus;59;2025-10-02;2025-10-22;21;2025;October
PART-00972;Clara Adriansyah;Pertanian;40;94;92;Lulus;83;2024-08-25;2024-08-30;6;2024;August
PART-00973;Daniswara Hutasoit;Manufaktur;160;97;73;Lulus;80;2024-10-26;2024-11-15;21;2024;October
PART-00974;Lintang Astuti;Teknologi Informasi;160;82;77;Lulus;90;2025-04-29;2025-05-19;21;2025;April
PART-00975;Cahyanto Sitorus;Desain Grafis;240;73;90;Tidak Lulus;54;2024-01-23;2024-02-22;31;2024;January
PART-00976;Kemba Rahayu, S.Farm;Kesehatan;240;80;91;Lulus;78;2024-10-12;2024-11-11;31;2024;October
PART-00977;Drs. Tantri Farida, M.Ak;Pariwisata;120;79;80;Tidak Lulus;66;2023-11-21;2023-12-06;16;2023;November
PART-00978;Jail Widiastuti;Kesehatan;200;88;70;Lulus;96;2025-01-07;2025-02-01;26;2025;January
PART-00979;Puti Yani Rahimah;Kesehatan;80;72;87;Tidak Lulus;64;2025-08-11;2025-08-21;11;2025;August
PART-00980;Uli Winarno;Manufaktur;160;80;98;Lulus;83;2024-07-13;2024-08-02;21;2024;July
PART-00981;Zalindra Prasasta;Tataboga;120;89;64;Tidak Lulus;53;2024-01-29;2024-02-13;16;2024;January
PART-00982;Drs. Harsana Melani;Manufaktur;80;80;50;Tidak Lulus;61;2025-03-12;2025-03-22;11;2025;March
PART-00983;Ega Zulkarnain, S.H.;Kesehatan;80;91;67;Tidak Lulus;50;2025-01-07;2025-01-17;11;2025;January
PART-00984;Kani Handayani, S.Farm;Pariwisata;160;90;72;Lulus;89;2024-11-04;2024-11-24;21;2024;November
PART-00985;R. Usyi Permadi;Pertanian;80;81;59;Tidak Lulus;69;2025-05-19;2025-05-29;11;2025;May
PART-00986;Rahayu Usamah;Pariwisata;40;81;55;Tidak Lulus;54;2024-09-23;2024-09-28;6;2024;September
PART-00987;Dr. Atma Saefullah, M.Farm;Manufaktur;120;100;54;Tidak Lulus;72;2024-11-10;2024-11-25;16;2024;November
PART-00988;Ir. Jarwadi Saputra;Desain Grafis;80;100;85;Lulus;81;2024-11-18;2024-11-28;11;2024;November
PART-00989;Eko Kusmawati;Teknologi Informasi;160;74;82;Tidak Lulus;56;2024-01-25;2024-02-14;21;2024;January
PART-00990;Sarah Tampubolon;Pertanian;200;97;77;Lulus;80;2025-08-02;2025-08-27;26;2025;August
PART-00991;Vera Simbolon;Teknologi Informasi;120;81;84;Lulus;100;2024-12-05;2024-12-20;16;2024;December
PART-00992;R. Kamila Situmorang, S.Farm;Tataboga;160;76;55;Tidak Lulus;55;2025-09-23;2025-10-13;21;2025;September
PART-00993;Drs. Mumpuni Napitupulu;Tataboga;40;100;47;Tidak Lulus;68;2025-10-14;2025-10-19;6;2025;October
PART-00994;Malika Rajasa;Kesehatan;80;70;64;Tidak Lulus;59;2025-05-18;2025-05-28;11;2025;May
PART-00995;T. Nasrullah Firgantoro;Teknologi Informasi;40;73;88;Tidak Lulus;58;2024-12-03;2024-12-08;6;2024;December
PART-00996;Najib Yuniar, S.I.Kom;Manufaktur;120;85;58;Tidak Lulus;55;2025-04-07;2025-04-22;16;2025;April
PART-00997;Ira Sitorus;Kesehatan;80;77;51;Tidak Lulus;71;2023-12-22;2024-01-01;11;2023;December
PART-00998;Rendy Prasetya;Pariwisata;120;79;59;Tidak Lulus;65;2024-08-01;2024-08-16;16;2024;August
PART-00999;Agus Oktaviani;Kesehatan;40;97;84;Lulus;77;2025-01-05;2025-01-10;6;2025;January
PART-01000;Lala Adriansyah;Desain Grafis;120;88;79;Lulus;77;2024-05-30;2024-06-14;16;2024;May
